Ages,Gender,Height,Weight,Activity Level,Dietary Preference,Daily Calorie Target,Protein,Sugar,Sodium,Calories,Carbohydrates,Fiber,Fat
72,Female,151.0,92.0,Moderately Active,Vegan,2391.0,143.0,172.0,28.6,2506.0,344.0,41.28,62.0
30,Male,164.0,101.0,Sedentary,Vegan,2493.0,146.0,89.0,29.2,2133.0,178.0,21.36,93.0
51,Male,178.0,63.0,Sedentary,Vegetarian,2700.0,126.0,119.5,25.2,2279.0,239.0,28.68,91.0
34,Male,175.0,55.0,Moderately Active,Vegetarian,1511.0,98.0,171.0,19.6,2399.0,342.0,41.04,71.0
56,Female,197.0,93.0,Sedentary,Vegan,2235.0,112.0,184.5,22.4,2212.0,369.0,44.28,32.0
57,Female,180.0,72.0,Sedentary,Vegan,1671.0,102.0,107.0,20.4,2137.0,214.0,25.68,97.0
54,Male,171.0,57.0,Lightly Active,Vegan,1541.0,174.0,171.0,34.8,2586.0,342.0,41.04,58.0
36,Male,196.0,102.0,Lightly Active,Omnivore,2493.0,91.0,78.5,18.2,1883.0,157.0,18.84,99.0
69,Female,197.0,112.0,Moderately Active,Omnivore,2347.0,103.0,187.0,20.6,2673.0,374.0,44.88,85.0
34,Female,176.0,116.0,Lightly Active,Vegetarian,1637.0,91.0,118.0,18.2,2145.0,236.0,28.32,93.0
24,Female,183.0,118.0,Moderately Active,Omnivore,1888.0,152.0,118.5,30.4,1826.0,237.0,28.44,30.0
32,Male,152.0,88.0,Sedentary,Vegan,2895.0,149.0,102.0,29.8,2096.0,204.0,24.48,76.0
31,Female,199.0,93.0,Moderately Active,Omnivore,1574.0,54.0,83.5,10.8,1739.0,167.0,20.04,95.0
29,Male,168.0,72.0,Lightly Active,Omnivore,2365.0,115.0,93.5,23.0,1991.0,187.0,22.44,87.0
61,Male,157.0,93.0,Moderately Active,Pescatarian,2214.0,156.0,193.5,31.2,2865.0,387.0,46.44,77.0
34,Female,186.0,89.0,Very Active,Vegetarian,1612.0,118.0,140.0,23.6,2294.0,280.0,33.6,78.0
28,Male,199.0,98.0,Sedentary,Vegan,2815.0,132.0,116.5,26.4,2270.0,233.0,27.96,90.0
19,Male,198.0,86.0,Moderately Active,Vegetarian,2988.0,62.0,142.5,12.4,1784.0,285.0,34.2,44.0
53,Female,182.0,77.0,Very Active,Vegan,2284.0,139.0,189.0,27.8,2824.0,378.0,45.36,84.0
75,Male,184.0,87.0,Moderately Active,Omnivore,2910.0,123.0,107.0,24.6,1924.0,214.0,25.68,64.0
37,Female,164.0,97.0,Very Active,Pescatarian,1661.0,54.0,164.5,10.8,1811.0,329.0,39.48,31.0
52,Female,152.0,67.0,Very Active,Pescatarian,1916.0,120.0,122.5,24.0,1982.0,245.0,29.4,58.0
37,Male,175.0,101.0,Very Active,Vegetarian,2558.0,99.0,189.0,19.8,2565.0,378.0,45.36,73.0
22,Female,177.0,103.0,Moderately Active,Pescatarian,2361.0,105.0,148.0,21.0,2360.0,296.0,35.52,84.0
70,Male,198.0,56.0,Lightly Active,Vegan,1873.0,105.0,199.0,21.0,2462.0,398.0,47.76,50.0
25,Female,165.0,105.0,Lightly Active,Vegetarian,2857.0,74.0,196.5,14.8,2237.0,393.0,47.16,41.0
70,Female,178.0,65.0,Lightly Active,Omnivore,2650.0,174.0,168.0,34.8,2751.0,336.0,40.32,79.0
21,Female,159.0,68.0,Moderately Active,Vegan,1530.0,107.0,177.0,21.4,2699.0,354.0,42.48,95.0
78,Male,166.0,117.0,Lightly Active,Pescatarian,1503.0,89.0,135.5,17.8,2079.0,271.0,32.52,71.0
30,Male,163.0,85.0,Lightly Active,Pescatarian,2645.0,99.0,197.0,19.8,2539.0,394.0,47.28,63.0
52,Female,150.0,71.0,Sedentary,Pescatarian,2175.0,125.0,199.5,25.0,2393.0,399.0,47.88,33.0
18,Male,152.0,92.0,Very Active,Omnivore,2273.0,78.0,135.0,15.6,2121.0,270.0,32.4,81.0
38,Male,197.0,57.0,Very Active,Vegan,1541.0,172.0,188.0,34.4,2669.0,376.0,45.12,53.0
32,Male,193.0,108.0,Moderately Active,Omnivore,2443.0,145.0,137.0,29.0,2144.0,274.0,32.88,52.0
45,Female,153.0,90.0,Sedentary,Omnivore,1612.0,170.0,130.5,34.0,2507.0,261.0,31.32,87.0
31,Male,198.0,66.0,Sedentary,Vegetarian,2358.0,168.0,157.5,33.6,2436.0,315.0,37.8,56.0
39,Male,193.0,75.0,Very Active,Pescatarian,1701.0,61.0,86.0,12.2,1328.0,172.0,20.64,44.0
49,Male,193.0,91.0,Very Active,Omnivore,2550.0,129.0,150.0,25.8,2355.0,300.0,36.0,71.0
22,Female,155.0,63.0,Very Active,Vegan,1526.0,143.0,133.0,28.6,2176.0,266.0,31.92,60.0
67,Female,198.0,91.0,Moderately Active,Vegetarian,2446.0,92.0,192.0,18.4,2732.0,384.0,46.08,92.0
41,Male,168.0,111.0,Very Active,Omnivore,2192.0,116.0,198.0,23.2,2588.0,396.0,47.52,60.0
61,Female,160.0,98.0,Moderately Active,Omnivore,2638.0,132.0,75.5,26.4,1942.0,151.0,18.12,90.0
71,Female,179.0,115.0,Moderately Active,Omnivore,2953.0,89.0,113.0,17.8,2016.0,226.0,27.12,84.0
68,Male,196.0,63.0,Moderately Active,Vegetarian,2039.0,118.0,124.0,23.6,2157.0,248.0,29.76,77.0
31,Male,198.0,103.0,Sedentary,Vegan,2077.0,147.0,171.0,29.4,2847.0,342.0,41.04,99.0
42,Male,168.0,69.0,Lightly Active,Pescatarian,1986.0,107.0,75.0,21.4,1451.0,150.0,18.0,47.0
71,Female,179.0,101.0,Lightly Active,Pescatarian,1686.0,146.0,136.0,29.2,2293.0,272.0,32.64,69.0
31,Male,157.0,88.0,Lightly Active,Omnivore,2943.0,141.0,164.5,28.2,2429.0,329.0,39.48,61.0
46,Female,168.0,69.0,Moderately Active,Vegetarian,2981.0,178.0,173.0,35.6,2933.0,346.0,41.52,93.0
51,Male,176.0,79.0,Sedentary,Omnivore,2931.0,61.0,139.0,12.2,1653.0,278.0,33.36,33.0
76,Male,195.0,78.0,Moderately Active,Vegetarian,2888.0,127.0,118.0,25.4,2253.0,236.0,28.32,89.0
43,Male,197.0,62.0,Moderately Active,Pescatarian,1881.0,132.0,183.0,26.4,2631.0,366.0,43.92,71.0
78,Female,198.0,100.0,Sedentary,Vegetarian,2585.0,80.0,87.0,16.0,1421.0,174.0,20.88,45.0
34,Female,182.0,115.0,Moderately Active,Pescatarian,2831.0,140.0,100.0,28.0,1765.0,200.0,24.0,45.0
40,Female,159.0,65.0,Moderately Active,Omnivore,2593.0,96.0,97.5,19.2,1515.0,195.0,23.4,39.0
67,Male,179.0,94.0,Moderately Active,Vegetarian,1578.0,149.0,136.5,29.8,2021.0,273.0,32.76,37.0
23,Female,153.0,56.0,Sedentary,Vegan,1964.0,73.0,156.0,14.6,1936.0,312.0,37.44,44.0
34,Male,152.0,68.0,Very Active,Vegetarian,2355.0,55.0,113.0,11.0,1520.0,226.0,27.12,44.0
32,Male,174.0,100.0,Moderately Active,Vegan,2700.0,119.0,76.0,23.8,1426.0,152.0,18.24,38.0
48,Female,188.0,70.0,Lightly Active,Vegan,1540.0,128.0,196.5,25.6,2957.0,393.0,47.16,97.0
58,Female,171.0,113.0,Sedentary,Vegan,2457.0,115.0,186.0,23.0,2551.0,372.0,44.64,67.0
71,Male,192.0,50.0,Lightly Active,Vegetarian,2521.0,112.0,133.0,22.4,2304.0,266.0,31.92,88.0
42,Male,170.0,118.0,Moderately Active,Vegetarian,2978.0,54.0,157.5,10.8,1926.0,315.0,37.8,50.0
52,Male,192.0,97.0,Sedentary,Vegetarian,1570.0,154.0,110.5,30.8,2229.0,221.0,26.52,81.0
58,Male,159.0,70.0,Sedentary,Omnivore,1914.0,168.0,179.5,33.6,2477.0,359.0,43.08,41.0
62,Male,192.0,110.0,Moderately Active,Vegetarian,2159.0,115.0,197.5,23.0,2463.0,395.0,47.4,47.0
33,Female,164.0,91.0,Moderately Active,Pescatarian,1967.0,50.0,128.5,10.0,1768.0,257.0,30.84,60.0
54,Male,195.0,98.0,Very Active,Omnivore,2641.0,172.0,79.0,34.4,1689.0,158.0,18.96,41.0
43,Male,184.0,63.0,Sedentary,Pescatarian,2801.0,152.0,192.5,30.4,2778.0,385.0,46.2,70.0
32,Male,194.0,81.0,Lightly Active,Pescatarian,2509.0,105.0,164.0,21.0,2137.0,328.0,39.36,45.0
54,Male,192.0,76.0,Sedentary,Pescatarian,2945.0,51.0,193.5,10.2,2418.0,387.0,46.44,74.0
29,Female,152.0,69.0,Very Active,Vegan,2508.0,61.0,179.5,12.2,1959.0,359.0,43.08,31.0
36,Male,151.0,100.0,Very Active,Vegetarian,1718.0,65.0,124.0,13.0,1594.0,248.0,29.76,38.0
60,Female,156.0,56.0,Very Active,Vegan,1879.0,67.0,81.5,13.4,1397.0,163.0,19.56,53.0
35,Female,192.0,85.0,Lightly Active,Vegetarian,2707.0,51.0,152.0,10.2,2248.0,304.0,36.48,92.0
51,Male,161.0,84.0,Very Active,Vegetarian,2786.0,77.0,158.0,15.4,2247.0,316.0,37.92,75.0
75,Male,163.0,91.0,Very Active,Pescatarian,2377.0,100.0,187.5,20.0,2341.0,375.0,45.0,49.0
22,Female,168.0,117.0,Very Active,Pescatarian,2544.0,94.0,106.5,18.8,1939.0,213.0,25.56,79.0
61,Male,187.0,50.0,Very Active,Pescatarian,2478.0,63.0,88.5,12.6,1518.0,177.0,21.24,62.0
57,Male,165.0,109.0,Lightly Active,Vegan,1568.0,107.0,106.5,21.4,1829.0,213.0,25.56,61.0
67,Male,158.0,57.0,Moderately Active,Pescatarian,2636.0,92.0,107.0,18.4,2097.0,214.0,25.68,97.0
22,Male,179.0,54.0,Lightly Active,Omnivore,2012.0,153.0,98.5,30.6,1751.0,197.0,23.64,39.0
19,Female,199.0,64.0,Very Active,Pescatarian,2785.0,57.0,101.5,11.4,1535.0,203.0,24.36,55.0
56,Male,177.0,51.0,Sedentary,Pescatarian,2712.0,132.0,187.5,26.4,2703.0,375.0,45.0,75.0
71,Male,167.0,62.0,Sedentary,Vegetarian,2166.0,64.0,87.5,12.8,1766.0,175.0,21.0,90.0
38,Male,192.0,105.0,Moderately Active,Vegan,2142.0,104.0,197.5,20.8,2815.0,395.0,47.4,91.0
47,Male,170.0,96.0,Lightly Active,Vegetarian,1517.0,127.0,178.5,25.4,2395.0,357.0,42.84,51.0
34,Female,159.0,55.0,Lightly Active,Omnivore,2986.0,60.0,199.0,12.0,2399.0,398.0,47.76,63.0
73,Male,187.0,77.0,Moderately Active,Pescatarian,1861.0,158.0,192.5,31.6,2802.0,385.0,46.2,70.0
23,Female,190.0,89.0,Lightly Active,Vegan,2084.0,171.0,78.0,34.2,1578.0,156.0,18.72,30.0
23,Female,163.0,66.0,Moderately Active,Omnivore,1590.0,70.0,109.5,14.0,2011.0,219.0,26.28,95.0
26,Female,190.0,88.0,Sedentary,Omnivore,2922.0,148.0,108.5,29.6,1901.0,217.0,26.04,49.0
32,Female,181.0,117.0,Sedentary,Vegetarian,2332.0,163.0,143.5,32.6,2097.0,287.0,34.44,33.0
48,Female,150.0,50.0,Very Active,Vegan,2342.0,96.0,188.5,19.2,2648.0,377.0,45.24,84.0
62,Male,171.0,103.0,Sedentary,Pescatarian,2246.0,175.0,107.0,35.0,2024.0,214.0,25.68,52.0
44,Male,155.0,119.0,Sedentary,Vegan,2801.0,113.0,79.5,22.6,1745.0,159.0,19.08,73.0
24,Male,173.0,74.0,Lightly Active,Omnivore,2767.0,127.0,192.0,25.4,2503.0,384.0,46.08,51.0
41,Male,177.0,57.0,Lightly Active,Omnivore,2619.0,169.0,135.5,33.8,2282.0,271.0,32.52,58.0
39,Female,192.0,55.0,Sedentary,Omnivore,1873.0,83.0,103.5,16.6,1646.0,207.0,24.84,54.0
52,Female,165.0,75.0,Very Active,Vegetarian,2243.0,138.0,123.0,27.6,2346.0,246.0,29.52,90.0
47,Female,170.0,104.0,Very Active,Pescatarian,2649.0,104.0,81.5,20.8,1356.0,163.0,19.56,32.0
54,Female,186.0,116.0,Very Active,Pescatarian,2781.0,93.0,193.0,18.6,2330.0,386.0,46.32,46.0
25,Female,150.0,53.0,Lightly Active,Vegan,2521.0,173.0,134.5,34.6,2362.0,269.0,32.28,66.0
51,Female,174.0,93.0,Sedentary,Pescatarian,1848.0,94.0,92.0,18.8,1634.0,184.0,22.08,58.0
79,Female,181.0,61.0,Sedentary,Pescatarian,2241.0,69.0,163.0,13.8,2021.0,326.0,39.12,49.0
62,Male,169.0,75.0,Sedentary,Vegan,1721.0,75.0,152.0,15.0,2380.0,304.0,36.48,96.0
32,Male,154.0,64.0,Very Active,Omnivore,2131.0,121.0,153.5,24.2,2252.0,307.0,36.84,60.0
75,Male,153.0,80.0,Very Active,Omnivore,2817.0,93.0,170.5,18.6,2177.0,341.0,40.92,49.0
37,Male,181.0,100.0,Very Active,Pescatarian,2195.0,60.0,143.5,12.0,2036.0,287.0,34.44,72.0
31,Male,196.0,50.0,Very Active,Vegan,2023.0,51.0,187.0,10.2,2249.0,374.0,44.88,61.0
53,Male,154.0,63.0,Moderately Active,Pescatarian,1718.0,176.0,89.5,35.2,2176.0,179.0,21.48,84.0
71,Female,159.0,50.0,Lightly Active,Pescatarian,2905.0,78.0,118.5,15.6,2124.0,237.0,28.44,96.0
71,Female,190.0,111.0,Lightly Active,Vegetarian,1810.0,112.0,129.5,22.4,1988.0,259.0,31.08,56.0
21,Male,159.0,61.0,Moderately Active,Vegetarian,1723.0,130.0,127.0,26.0,2355.0,254.0,30.48,91.0
28,Male,172.0,60.0,Lightly Active,Vegetarian,1867.0,143.0,102.0,28.6,2126.0,204.0,24.48,82.0
48,Male,151.0,94.0,Very Active,Vegan,1567.0,84.0,139.0,16.8,1988.0,278.0,33.36,60.0
68,Male,174.0,103.0,Lightly Active,Pescatarian,2654.0,142.0,176.0,28.4,2354.0,352.0,42.24,42.0
21,Female,181.0,97.0,Lightly Active,Pescatarian,2005.0,104.0,195.0,20.8,2516.0,390.0,46.8,60.0
31,Female,186.0,111.0,Very Active,Pescatarian,1550.0,62.0,110.5,12.4,1789.0,221.0,26.52,73.0
33,Male,184.0,78.0,Very Active,Vegan,1778.0,128.0,150.0,25.6,2018.0,300.0,36.0,34.0
41,Male,155.0,84.0,Moderately Active,Vegetarian,2815.0,177.0,190.5,35.4,2790.0,381.0,45.72,62.0
72,Female,180.0,67.0,Lightly Active,Pescatarian,2390.0,97.0,123.5,19.4,1925.0,247.0,29.64,61.0
71,Female,160.0,110.0,Lightly Active,Vegan,2953.0,103.0,122.0,20.6,1946.0,244.0,29.28,62.0
71,Male,158.0,87.0,Sedentary,Omnivore,1516.0,154.0,87.5,30.8,1883.0,175.0,21.0,63.0
76,Male,166.0,92.0,Very Active,Vegan,1522.0,119.0,165.0,23.8,2480.0,330.0,39.6,76.0
21,Female,175.0,65.0,Lightly Active,Vegan,2110.0,174.0,127.0,34.8,2360.0,254.0,30.48,72.0
46,Male,191.0,114.0,Moderately Active,Pescatarian,1655.0,145.0,170.5,29.0,2430.0,341.0,40.92,54.0
27,Male,154.0,73.0,Sedentary,Vegetarian,2372.0,103.0,83.0,20.6,1805.0,166.0,19.92,81.0
49,Female,152.0,111.0,Lightly Active,Pescatarian,1958.0,101.0,194.0,20.2,2694.0,388.0,46.56,82.0
73,Female,157.0,70.0,Very Active,Vegetarian,2948.0,86.0,81.5,17.2,1680.0,163.0,19.56,76.0
41,Female,181.0,72.0,Moderately Active,Vegetarian,1975.0,60.0,171.0,12.0,2049.0,342.0,41.04,49.0
55,Female,190.0,115.0,Moderately Active,Omnivore,2899.0,171.0,150.0,34.2,2757.0,300.0,36.0,97.0
29,Female,198.0,77.0,Sedentary,Omnivore,2281.0,122.0,143.5,24.4,2194.0,287.0,34.44,62.0
39,Female,173.0,52.0,Sedentary,Vegan,2282.0,124.0,172.5,24.8,2272.0,345.0,41.4,44.0
44,Female,194.0,50.0,Moderately Active,Omnivore,2895.0,148.0,82.5,29.6,2071.0,165.0,19.8,91.0
35,Female,179.0,118.0,Moderately Active,Pescatarian,2634.0,63.0,118.0,12.6,1889.0,236.0,28.32,77.0
53,Female,173.0,60.0,Lightly Active,Omnivore,2200.0,94.0,157.5,18.8,2320.0,315.0,37.8,76.0
52,Female,168.0,86.0,Sedentary,Vegetarian,1762.0,149.0,197.0,29.8,2928.0,394.0,47.28,84.0
28,Female,156.0,101.0,Moderately Active,Vegetarian,2739.0,122.0,141.0,24.4,2444.0,282.0,33.84,92.0
50,Male,156.0,93.0,Sedentary,Vegan,2834.0,57.0,183.0,11.4,2223.0,366.0,43.92,59.0
30,Male,186.0,55.0,Moderately Active,Vegetarian,1503.0,86.0,169.5,17.2,2438.0,339.0,40.68,82.0
73,Female,152.0,61.0,Very Active,Vegan,1920.0,93.0,175.0,18.6,2447.0,350.0,42.0,75.0
44,Male,197.0,71.0,Moderately Active,Pescatarian,2801.0,55.0,196.0,11.0,2454.0,392.0,47.04,74.0
35,Male,152.0,107.0,Sedentary,Vegetarian,2981.0,120.0,187.0,24.0,2345.0,374.0,44.88,41.0
54,Male,153.0,103.0,Sedentary,Vegan,2692.0,120.0,198.0,24.0,2928.0,396.0,47.52,96.0
18,Male,183.0,80.0,Sedentary,Vegan,2421.0,60.0,198.5,12.0,2098.0,397.0,47.64,30.0
63,Male,174.0,101.0,Very Active,Vegan,1942.0,52.0,186.0,10.4,2146.0,372.0,44.64,50.0
61,Male,178.0,74.0,Sedentary,Vegan,2533.0,98.0,177.0,19.6,2150.0,354.0,42.48,38.0
37,Male,196.0,70.0,Sedentary,Vegetarian,2433.0,72.0,147.0,14.4,1887.0,294.0,35.28,47.0
26,Female,185.0,90.0,Moderately Active,Omnivore,1884.0,121.0,89.5,24.2,1857.0,179.0,21.48,73.0
31,Female,160.0,59.0,Moderately Active,Vegan,2430.0,58.0,173.0,11.6,2192.0,346.0,41.52,64.0
23,Female,192.0,92.0,Very Active,Pescatarian,2587.0,50.0,80.5,10.0,1609.0,161.0,19.32,85.0
20,Male,182.0,92.0,Sedentary,Vegan,1943.0,61.0,80.0,12.2,1271.0,160.0,19.2,43.0
51,Male,158.0,68.0,Very Active,Vegan,2128.0,115.0,112.0,23.0,1833.0,224.0,26.88,53.0
70,Female,151.0,116.0,Very Active,Pescatarian,2737.0,84.0,93.5,16.8,1714.0,187.0,22.44,70.0
72,Male,191.0,69.0,Very Active,Pescatarian,2816.0,105.0,194.0,21.0,2377.0,388.0,46.56,45.0
77,Female,196.0,60.0,Moderately Active,Omnivore,1512.0,167.0,190.5,33.4,2903.0,381.0,45.72,79.0
60,Female,175.0,105.0,Moderately Active,Omnivore,2749.0,86.0,101.0,17.2,1611.0,202.0,24.24,51.0
72,Female,169.0,111.0,Lightly Active,Pescatarian,1573.0,101.0,185.0,20.2,2649.0,370.0,44.4,85.0
43,Female,169.0,62.0,Moderately Active,Pescatarian,1740.0,164.0,104.5,32.8,2284.0,209.0,25.08,88.0
45,Female,174.0,53.0,Very Active,Omnivore,1824.0,141.0,116.5,28.2,1919.0,233.0,27.96,47.0
37,Male,178.0,112.0,Moderately Active,Vegetarian,2684.0,134.0,177.0,26.8,2573.0,354.0,42.48,69.0
75,Male,185.0,108.0,Lightly Active,Vegetarian,1705.0,53.0,180.0,10.6,2273.0,360.0,43.2,69.0
63,Female,199.0,97.0,Moderately Active,Vegetarian,1704.0,72.0,78.5,14.4,1420.0,157.0,18.84,56.0
20,Female,199.0,94.0,Lightly Active,Omnivore,1566.0,58.0,94.0,11.6,1623.0,188.0,22.56,71.0
61,Male,184.0,70.0,Very Active,Pescatarian,2961.0,159.0,189.0,31.8,2670.0,378.0,45.36,58.0
66,Male,188.0,53.0,Sedentary,Vegan,2759.0,128.0,106.0,25.6,2179.0,212.0,25.44,91.0
38,Female,183.0,113.0,Very Active,Pescatarian,1641.0,152.0,103.0,30.4,1828.0,206.0,24.72,44.0
47,Female,157.0,91.0,Moderately Active,Vegan,2977.0,71.0,152.0,14.2,2076.0,304.0,36.48,64.0
41,Female,185.0,78.0,Very Active,Pescatarian,2408.0,83.0,87.0,16.6,1388.0,174.0,20.88,40.0
37,Female,155.0,101.0,Lightly Active,Pescatarian,2672.0,152.0,139.5,30.4,2462.0,279.0,33.48,82.0
63,Female,196.0,85.0,Lightly Active,Vegan,2816.0,60.0,82.5,12.0,1260.0,165.0,19.8,40.0
58,Male,190.0,95.0,Sedentary,Pescatarian,2288.0,93.0,197.5,18.6,2825.0,395.0,47.4,97.0
23,Male,170.0,74.0,Lightly Active,Vegetarian,2256.0,161.0,156.0,32.2,2459.0,312.0,37.44,63.0
77,Male,152.0,57.0,Moderately Active,Vegan,2887.0,117.0,122.5,23.4,2240.0,245.0,29.4,88.0
70,Female,191.0,99.0,Moderately Active,Vegan,2344.0,108.0,192.0,21.6,2859.0,384.0,46.08,99.0
30,Female,176.0,118.0,Sedentary,Pescatarian,2060.0,172.0,199.5,34.4,2761.0,399.0,47.88,53.0
59,Female,151.0,87.0,Lightly Active,Vegan,1634.0,166.0,197.0,33.2,2573.0,394.0,47.28,37.0
66,Male,186.0,117.0,Moderately Active,Vegetarian,2405.0,65.0,187.5,13.0,2300.0,375.0,45.0,60.0
63,Male,191.0,88.0,Sedentary,Vegetarian,2879.0,164.0,168.0,32.8,2594.0,336.0,40.32,66.0
73,Male,151.0,75.0,Moderately Active,Pescatarian,1884.0,92.0,153.0,18.4,2438.0,306.0,36.72,94.0
46,Female,152.0,99.0,Lightly Active,Omnivore,2219.0,100.0,137.5,20.0,2283.0,275.0,33.0,87.0
58,Female,185.0,57.0,Sedentary,Omnivore,2974.0,143.0,163.5,28.6,2375.0,327.0,39.24,55.0
68,Female,169.0,113.0,Lightly Active,Vegan,1658.0,172.0,197.0,34.4,2984.0,394.0,47.28,80.0
18,Female,160.0,53.0,Moderately Active,Vegan,2381.0,119.0,109.5,23.8,1784.0,219.0,26.28,48.0
49,Female,186.0,112.0,Moderately Active,Omnivore,1901.0,132.0,183.0,26.4,2712.0,366.0,43.92,80.0
18,Female,170.0,52.0,Very Active,Pescatarian,2771.0,115.0,128.5,23.0,1983.0,257.0,30.84,55.0
73,Female,186.0,62.0,Moderately Active,Vegan,2607.0,107.0,156.0,21.4,2063.0,312.0,37.44,43.0
73,Female,153.0,110.0,Very Active,Vegetarian,2081.0,153.0,129.0,30.6,2220.0,258.0,30.96,64.0
21,Female,153.0,116.0,Very Active,Vegetarian,1690.0,58.0,158.0,11.6,2324.0,316.0,37.92,92.0
50,Female,166.0,104.0,Moderately Active,Pescatarian,2160.0,105.0,162.5,21.0,2116.0,325.0,39.0,44.0
25,Female,181.0,75.0,Very Active,Vegan,1969.0,53.0,124.0,10.6,1906.0,248.0,29.76,78.0
60,Female,164.0,69.0,Lightly Active,Vegan,1505.0,160.0,156.5,32.0,2216.0,313.0,37.56,36.0
71,Female,153.0,107.0,Very Active,Pescatarian,2611.0,58.0,193.0,11.6,2631.0,386.0,46.32,95.0
41,Male,159.0,108.0,Lightly Active,Pescatarian,2573.0,141.0,112.5,28.2,1905.0,225.0,27.0,49.0
56,Male,192.0,81.0,Lightly Active,Pescatarian,1641.0,128.0,109.0,25.6,1654.0,218.0,26.16,30.0
69,Female,193.0,69.0,Lightly Active,Omnivore,2411.0,112.0,125.5,22.4,2343.0,251.0,30.12,99.0
54,Female,167.0,87.0,Moderately Active,Pescatarian,1975.0,134.0,125.0,26.8,2022.0,250.0,30.0,54.0
46,Male,192.0,75.0,Very Active,Pescatarian,1548.0,175.0,75.0,35.0,1795.0,150.0,18.0,55.0
19,Male,160.0,119.0,Moderately Active,Pescatarian,1539.0,87.0,139.0,17.4,2189.0,278.0,33.36,81.0
33,Female,158.0,84.0,Lightly Active,Vegan,2775.0,70.0,168.0,14.0,2335.0,336.0,40.32,79.0
37,Female,155.0,90.0,Moderately Active,Omnivore,1622.0,110.0,196.0,22.0,2800.0,392.0,47.04,88.0
32,Male,196.0,57.0,Sedentary,Omnivore,2556.0,97.0,181.0,19.4,2376.0,362.0,43.44,60.0
26,Female,157.0,96.0,Moderately Active,Vegetarian,1590.0,93.0,142.5,18.6,2052.0,285.0,34.2,60.0
42,Female,167.0,99.0,Very Active,Omnivore,2321.0,170.0,100.0,34.0,2020.0,200.0,24.0,60.0
34,Male,190.0,106.0,Sedentary,Vegetarian,1869.0,155.0,122.0,31.0,1911.0,244.0,29.28,35.0
41,Female,161.0,51.0,Very Active,Vegetarian,2511.0,73.0,195.5,14.6,2567.0,391.0,46.92,79.0
48,Female,195.0,82.0,Lightly Active,Vegan,2455.0,174.0,153.0,34.8,2667.0,306.0,36.72,83.0
28,Female,157.0,53.0,Moderately Active,Vegan,2933.0,117.0,162.0,23.4,2628.0,324.0,38.88,96.0
21,Male,178.0,117.0,Moderately Active,Vegetarian,2077.0,179.0,87.5,35.8,2100.0,175.0,21.0,76.0
65,Female,185.0,88.0,Moderately Active,Pescatarian,1741.0,94.0,118.0,18.8,1716.0,236.0,28.32,44.0
68,Female,196.0,108.0,Sedentary,Pescatarian,2831.0,131.0,186.0,26.2,2336.0,372.0,44.64,36.0
61,Female,160.0,83.0,Moderately Active,Vegetarian,2315.0,137.0,124.5,27.4,2273.0,249.0,29.88,81.0
49,Male,167.0,56.0,Lightly Active,Vegetarian,2759.0,176.0,169.0,35.2,2686.0,338.0,40.56,70.0
57,Female,152.0,50.0,Lightly Active,Omnivore,2843.0,106.0,127.5,21.2,1768.0,255.0,30.6,36.0
58,Male,154.0,111.0,Sedentary,Omnivore,2006.0,147.0,107.0,29.4,2218.0,214.0,25.68,86.0
40,Female,164.0,68.0,Moderately Active,Omnivore,2538.0,94.0,137.5,18.8,2340.0,275.0,33.0,96.0
26,Female,156.0,55.0,Lightly Active,Omnivore,2720.0,162.0,169.0,32.4,2342.0,338.0,40.56,38.0
42,Male,158.0,100.0,Very Active,Pescatarian,2227.0,138.0,80.0,27.6,2011.0,160.0,19.2,91.0
43,Female,158.0,74.0,Sedentary,Omnivore,2747.0,161.0,180.5,32.2,2511.0,361.0,43.32,47.0
27,Female,191.0,66.0,Moderately Active,Vegetarian,1739.0,83.0,175.0,16.6,2065.0,350.0,42.0,37.0
41,Male,196.0,82.0,Lightly Active,Vegan,1605.0,74.0,195.5,14.8,2418.0,391.0,46.92,62.0
78,Female,168.0,77.0,Very Active,Vegan,2534.0,152.0,168.0,30.4,2393.0,336.0,40.32,49.0
56,Female,186.0,67.0,Very Active,Vegan,2432.0,105.0,155.0,21.0,2551.0,310.0,37.2,99.0
71,Male,168.0,103.0,Lightly Active,Vegetarian,2816.0,156.0,152.0,31.2,2146.0,304.0,36.48,34.0
35,Female,176.0,56.0,Sedentary,Vegan,1854.0,54.0,101.5,10.8,1379.0,203.0,24.36,39.0
25,Male,194.0,77.0,Moderately Active,Vegan,2842.0,71.0,100.0,14.2,1750.0,200.0,24.0,74.0
75,Male,174.0,50.0,Moderately Active,Omnivore,2467.0,97.0,173.0,19.4,2573.0,346.0,41.52,89.0
55,Female,150.0,67.0,Sedentary,Omnivore,2295.0,109.0,141.5,21.8,2270.0,283.0,33.96,78.0
41,Female,159.0,112.0,Sedentary,Vegetarian,2100.0,138.0,102.0,27.6,1944.0,204.0,24.48,64.0
63,Female,176.0,90.0,Sedentary,Pescatarian,2814.0,167.0,147.5,33.4,2640.0,295.0,35.4,88.0
55,Female,171.0,71.0,Sedentary,Omnivore,2042.0,132.0,158.0,26.4,2539.0,316.0,37.92,83.0
55,Female,197.0,85.0,Lightly Active,Vegan,1630.0,100.0,79.0,20.0,1671.0,158.0,18.96,71.0
